i,t,x_tip,y_tip
57434,17.1925,0.240773,0.240773
57435,17.1928,0.240652,0.240652
57436,17.1931,0.240531,0.240531
57437,17.1934,0.24041,0.24041
57438,17.1937,0.240289,0.240289
57439,17.194,0.240168,0.240168
57440,17.1943,0.240046,0.240046
57441,17.1946,0.239925,0.239925
57442,17.1949,0.239804,0.239804
57443,17.1952,0.239682,0.239682
57444,17.1955,0.239561,0.239561
57445,17.1958,0.23944,0.23944
57446,17.1961,0.239319,0.239319
57447,17.1964,0.239197,0.239197
57448,17.1967,0.239075,0.239075
57449,17.197,0.238953,0.238953
57450,17.1973,0.238831,0.238831
57451,17.1976,0.238709,0.238709
57452,17.1979,0.238588,0.238588
57453,17.1982,0.238466,0.238466
57454,17.1985,0.238344,0.238344
57455,17.1988,0.238222,0.238222
57456,17.1991,0.238099,0.238099
57457,17.1994,0.237977,0.237977
57458,17.1997,0.237855,0.237855
57459,17.2,0.237733,0.237733
57460,17.2003,0.237611,0.237611
57461,17.2006,0.237489,0.237489
57462,17.2009,0.237366,0.237366
57463,17.2012,0.237243,0.237243
57464,17.2015,0.23712,0.23712
57465,17.2018,0.236998,0.236998
57466,17.2021,0.236875,0.236875
57467,17.2024,0.236752,0.236752
57468,17.2027,0.23663,0.23663
57469,17.203,0.236507,0.236507
57470,17.2033,0.236384,0.236384
57471,17.2036,0.236261,0.236261
57472,17.2039,0.236137,0.236137
57473,17.2042,0.236014,0.236014
57474,17.2045,0.235891,0.235891
57475,17.2048,0.235768,0.235768
57476,17.2051,0.235645,0.235645
57477,17.2054,0.235522,0.235522
57478,17.2057,0.235398,0.235398
57479,17.206,0.235275,0.235275
57480,17.2063,0.235151,0.235151
57481,17.2066,0.235027,0.235027
57482,17.2069,0.234904,0.234904
57483,17.2072,0.23478,0.23478
57484,17.2075,0.234657,0.234657
57485,17.2078,0.234533,0.234533
57486,17.2081,0.234409,0.234409
57487,17.2084,0.234285,0.234285
57488,17.2087,0.23416,0.23416
57489,17.209,0.234037,0.234037
57490,17.2093,0.233913,0.233913
57491,17.2096,0.233789,0.233789
57492,17.2099,0.233665,0.233665
57493,17.2102,0.233541,0.233541
57494,17.2105,0.233416,0.233416
57495,17.2108,0.233291,0.233291
57496,17.2111,0.233166,0.233166
57497,17.2114,0.233042,0.233042
57498,17.2117,0.232918,0.232918
57499,17.212,0.232793,0.232793
57500,17.2123,0.232669,0.232669
57501,17.2126,0.232544,0.232544
57502,17.2129,0.232419,0.232419
57503,17.2132,0.232294,0.232294
57504,17.2135,0.232169,0.232169
57505,17.2138,0.232044,0.232044
57506,17.2141,0.231919,0.231919
57507,17.2144,0.231794,0.231794
57508,17.2147,0.231669,0.231669
57509,17.215,0.231544,0.231544
57510,17.2153,0.231418,0.231418
57511,17.2156,0.231292,0.231292
57512,17.2159,0.231167,0.231167
57513,17.2162,0.231042,0.231042
57514,17.2165,0.230916,0.230916
57515,17.2168,0.230791,0.230791
57516,17.2171,0.230665,0.230665
57517,17.2174,0.23054,0.23054
57518,17.2177,0.230414,0.230414
57519,17.218,0.230287,0.230287
57520,17.2183,0.230162,0.230162
57521,17.2186,0.230036,0.230036
57522,17.2189,0.22991,0.22991
57523,17.2192,0.229784,0.229784
57524,17.2195,0.229658,0.229658
57525,17.2198,0.229532,0.229532
57526,17.2201,0.229405,0.229405
57527,17.2204,0.229279,0.229279
57528,17.2207,0.229152,0.229152
57529,17.221,0.229026,0.229026
57530,17.2213,0.2289,0.2289
57531,17.2216,0.228774,0.228774
57532,17.2219,0.228647,0.228647
57533,17.2222,0.22852,0.22852
57534,17.2225,0.228393,0.228393
57535,17.2228,0.228266,0.228266
57536,17.2231,0.228139,0.228139
57537,17.2234,0.228012,0.228012
57538,17.2237,0.227886,0.227886
57539,17.224,0.227759,0.227759
57540,17.2243,0.227632,0.227632
57541,17.2246,0.227504,0.227504
57542,17.2249,0.227377,0.227377
57543,17.2251,0.22725,0.22725
57544,17.2254,0.227122,0.227122
57545,17.2257,0.226995,0.226995
57546,17.226,0.226868,0.226868
57547,17.2263,0.226741,0.226741
57548,17.2266,0.226613,0.226613
57549,17.2269,0.226485,0.226485
57550,17.2272,0.226357,0.226357
57551,17.2275,0.226229,0.226229
57552,17.2278,0.226101,0.226101
57553,17.2281,0.225974,0.225974
57554,17.2284,0.225846,0.225846
57555,17.2287,0.225718,0.225718
57556,17.229,0.22559,0.22559
57557,17.2293,0.225462,0.225462
57558,17.2296,0.225333,0.225333
57559,17.2299,0.225205,0.225205
57560,17.2302,0.225077,0.225077
57561,17.2305,0.224948,0.224948
57562,17.2308,0.22482,0.22482
57563,17.2311,0.224692,0.224692
57564,17.2314,0.224563,0.224563
57565,17.2317,0.224434,0.224434
57566,17.232,0.224306,0.224306
57567,17.2323,0.224177,0.224177
57568,17.2326,0.224048,0.224048
57569,17.2329,0.223919,0.223919
57570,17.2332,0.223791,0.223791
57571,17.2335,0.223662,0.223662
57572,17.2338,0.223532,0.223532
57573,17.2341,0.223403,0.223403
57574,17.2344,0.223274,0.223274
57575,17.2347,0.223145,0.223145
57576,17.235,0.223015,0.223015
57577,17.2353,0.222886,0.222886
57578,17.2356,0.222757,0.222757
57579,17.2359,0.222628,0.222628
57580,17.2362,0.222498,0.222498
57581,17.2365,0.222368,0.222368
57582,17.2368,0.222238,0.222238
57583,17.2371,0.222109,0.222109
57584,17.2374,0.221979,0.221979
57585,17.2377,0.221849,0.221849
57586,17.238,0.221719,0.221719
57587,17.2383,0.221589,0.221589
57588,17.2386,0.221459,0.221459
57589,17.2389,0.221329,0.221329
57590,17.2392,0.221199,0.221199
57591,17.2395,0.221068,0.221068
57592,17.2398,0.220938,0.220938
57593,17.2401,0.220808,0.220808
57594,17.2404,0.220678,0.220678
57595,17.2407,0.220547,0.220547
57596,17.241,0.220416,0.220416
57597,17.2413,0.220286,0.220286
57598,17.2416,0.220155,0.220155
57599,17.2419,0.220024,0.220024
57600,17.2422,0.219893,0.219893
57601,17.2425,0.219762,0.219762
57602,17.2428,0.219632,0.219632
57603,17.2431,0.219501,0.219501
57604,17.2434,0.21937,0.21937
57605,17.2437,0.219238,0.219238
57606,17.244,0.219107,0.219107
57607,17.2443,0.218976,0.218976
57608,17.2446,0.218844,0.218844
57609,17.2449,0.218713,0.218713
57610,17.2452,0.218582,0.218582
57611,17.2455,0.218451,0.218451
57612,17.2458,0.218319,0.218319
57613,17.2461,0.218187,0.218187
57614,17.2464,0.218055,0.218055
57615,17.2467,0.217924,0.217924
57616,17.247,0.217792,0.217792
57617,17.2473,0.21766,0.21766
57618,17.2476,0.217528,0.217528
57619,17.2479,0.217396,0.217396
57620,17.2482,0.217264,0.217264
57621,17.2485,0.217132,0.217132
57622,17.2488,0.217,0.217
57623,17.2491,0.216867,0.216867
57624,17.2494,0.216735,0.216735
57625,17.2497,0.216602,0.216602
57626,17.25,0.21647,0.21647
57627,17.2503,0.216338,0.216338
57628,17.2506,0.216205,0.216205
57629,17.2509,0.216072,0.216072
57630,17.2512,0.21594,0.21594
57631,17.2515,0.215807,0.215807
57632,17.2518,0.215674,0.215674
57633,17.2521,0.215541,0.215541
57634,17.2524,0.215408,0.215408
57635,17.2527,0.215275,0.215275
57636,17.253,0.215142,0.215142
57637,17.2533,0.215009,0.215009
57638,17.2536,0.214876,0.214876
57639,17.2539,0.214742,0.214742
57640,17.2542,0.214609,0.214609
57641,17.2545,0.214476,0.214476
57642,17.2548,0.214342,0.214342
57643,17.2551,0.214209,0.214209
57644,17.2554,0.214075,0.214075
57645,17.2557,0.213942,0.213942
57646,17.256,0.213808,0.213808
57647,17.2563,0.213674,0.213674
57648,17.2566,0.21354,0.21354
57649,17.2569,0.213406,0.213406
57650,17.2572,0.213272,0.213272
57651,17.2575,0.213138,0.213138
57652,17.2578,0.213004,0.213004
57653,17.2581,0.21287,0.21287
57654,17.2584,0.212736,0.212736
57655,17.2587,0.212601,0.212601
57656,17.259,0.212466,0.212466
57657,17.2593,0.212332,0.212332
57658,17.2596,0.212198,0.212198
57659,17.2599,0.212063,0.212063
57660,17.2602,0.211929,0.211929
57661,17.2605,0.211794,0.211794
57662,17.2608,0.211659,0.211659
57663,17.2611,0.211524,0.211524
57664,17.2614,0.211389,0.211389
57665,17.2617,0.211254,0.211254
57666,17.262,0.211119,0.211119
57667,17.2623,0.210984,0.210984
57668,17.2626,0.210849,0.210849
57669,17.2629,0.210714,0.210714
57670,17.2632,0.210578,0.210578
57671,17.2635,0.210443,0.210443
57672,17.2638,0.210308,0.210308
57673,17.2641,0.210172,0.210172
57674,17.2644,0.210037,0.210037
57675,17.2647,0.209901,0.209901
57676,17.265,0.209766,0.209766
57677,17.2653,0.20963,0.20963
57678,17.2656,0.209494,0.209494
57679,17.2659,0.209358,0.209358
57680,17.2662,0.209222,0.209222
57681,17.2665,0.209086,0.209086
57682,17.2668,0.20895,0.20895
57683,17.2671,0.208814,0.208814
57684,17.2674,0.208678,0.208678
57685,17.2677,0.208542,0.208542
57686,17.268,0.208405,0.208405
57687,17.2683,0.208268,0.208268
57688,17.2686,0.208132,0.208132
57689,17.2689,0.207996,0.207996
57690,17.2692,0.207859,0.207859
57691,17.2695,0.207722,0.207722
57692,17.2698,0.207586,0.207586
57693,17.2701,0.207449,0.207449
57694,17.2704,0.207312,0.207312
57695,17.2707,0.207175,0.207175
57696,17.271,0.207038,0.207038
57697,17.2713,0.206901,0.206901
57698,17.2716,0.206764,0.206764
57699,17.2719,0.206627,0.206627
57700,17.2722,0.20649,0.20649
57701,17.2725,0.206352,0.206352
57702,17.2728,0.206215,0.206215
57703,17.2731,0.206077,0.206077
57704,17.2734,0.20594,0.20594
57705,17.2737,0.205802,0.205802
57706,17.274,0.205664,0.205664
57707,17.2743,0.205526,0.205526
57708,17.2746,0.205389,0.205389
57709,17.2749,0.205251,0.205251
57710,17.2751,0.205113,0.205113
57711,17.2754,0.204975,0.204975
57712,17.2757,0.204837,0.204837
57713,17.276,0.204699,0.204699
57714,17.2763,0.20456,0.20456
57715,17.2766,0.204422,0.204422
57716,17.2769,0.204284,0.204284
57717,17.2772,0.204146,0.204146
57718,17.2775,0.204007,0.204007
57719,17.2778,0.203868,0.203868
57720,17.2781,0.20373,0.20373
57721,17.2784,0.203591,0.203591
57722,17.2787,0.203452,0.203452
57723,17.279,0.203313,0.203313
57724,17.2793,0.203175,0.203175
57725,17.2796,0.203036,0.203036
57726,17.2799,0.202897,0.202897
57727,17.2802,0.202757,0.202757
57728,17.2805,0.202618,0.202618
57729,17.2808,0.202479,0.202479
57730,17.2811,0.20234,0.20234
57731,17.2814,0.202201,0.202201
57732,17.2817,0.202061,0.202061
57733,17.282,0.201922,0.201922
57734,17.2823,0.201782,0.201782
57735,17.2826,0.201642,0.201642
57736,17.2829,0.201503,0.201503
57737,17.2832,0.201363,0.201363
57738,17.2835,0.201223,0.201223
57739,17.2838,0.201083,0.201083
57740,17.2841,0.200944,0.200944
57741,17.2844,0.200804,0.200804
57742,17.2847,0.200663,0.200663
57743,17.285,0.200523,0.200523
57744,17.2853,0.200382,0.200382
57745,17.2856,0.200242,0.200242
57746,17.2859,0.200102,0.200102
57747,17.2862,0.199962,0.199962
57748,17.2865,0.199821,0.199821
57749,17.2868,0.199681,0.199681
57750,17.2871,0.19954,0.19954
57751,17.2874,0.199399,0.199399
57752,17.2877,0.199258,0.199258
57753,17.288,0.199117,0.199117
57754,17.2883,0.198976,0.198976
57755,17.2886,0.198836,0.198836
57756,17.2889,0.198695,0.198695
57757,17.2892,0.198554,0.198554
57758,17.2895,0.198412,0.198412
57759,17.2898,0.198271,0.198271
57760,17.2901,0.198129,0.198129
57761,17.2904,0.197988,0.197988
57762,17.2907,0.197846,0.197846
57763,17.291,0.197705,0.197705
57764,17.2913,0.197564,0.197564
57765,17.2916,0.197422,0.197422
57766,17.2919,0.19728,0.19728
57767,17.2922,0.197138,0.197138
57768,17.2925,0.196996,0.196996
57769,17.2928,0.196854,0.196854
57770,17.2931,0.196712,0.196712
57771,17.2934,0.196571,0.196571
57772,17.2937,0.196429,0.196429
57773,17.294,0.196286,0.196286
57774,17.2943,0.196143,0.196143
57775,17.2946,0.196001,0.196001
57776,17.2949,0.195858,0.195858
57777,17.2952,0.195716,0.195716
57778,17.2955,0.195574,0.195574
57779,17.2958,0.195431,0.195431
57780,17.2961,0.195289,0.195289
57781,17.2964,0.195146,0.195146
57782,17.2967,0.195002,0.195002
57783,17.297,0.194859,0.194859
57784,17.2973,0.194716,0.194716
57785,17.2976,0.194574,0.194574
57786,17.2979,0.194431,0.194431
57787,17.2982,0.194288,0.194288
57788,17.2985,0.194145,0.194145
57789,17.2988,0.194001,0.194001
57790,17.2991,0.193857,0.193857
57791,17.2994,0.193713,0.193713
57792,17.2997,0.19357,0.19357
57793,17.3,0.193427,0.193427
57794,17.3003,0.193283,0.193283
57795,17.3006,0.19314,0.19314
57796,17.3009,0.192996,0.192996
57797,17.3012,0.192852,0.192852
57798,17.3015,0.192707,0.192707
57799,17.3018,0.192563,0.192563
57800,17.3021,0.192419,0.192419
57801,17.3024,0.192275,0.192275
57802,17.3027,0.192131,0.192131
57803,17.303,0.191987,0.191987
57804,17.3033,0.191843,0.191843
57805,17.3036,0.191698,0.191698
57806,17.3039,0.191553,0.191553
57807,17.3042,0.191408,0.191408
57808,17.3045,0.191264,0.191264
57809,17.3048,0.191119,0.191119
57810,17.3051,0.190975,0.190975
57811,17.3054,0.19083,0.19083
57812,17.3057,0.190685,0.190685
57813,17.306,0.19054,0.19054
57814,17.3063,0.190394,0.190394
57815,17.3066,0.190249,0.190249
57816,17.3069,0.190104,0.190104
57817,17.3072,0.189959,0.189959
57818,17.3075,0.189814,0.189814
57819,17.3078,0.189669,0.189669
57820,17.3081,0.189523,0.189523
57821,17.3084,0.189377,0.189377
57822,17.3087,0.189231,0.189231
57823,17.309,0.189085,0.189085
57824,17.3093,0.18894,0.18894
57825,17.3096,0.188794,0.188794
57826,17.3099,0.188648,0.188648
57827,17.3102,0.188503,0.188503
57828,17.3105,0.188356,0.188356
57829,17.3108,0.188209,0.188209
57830,17.3111,0.188063,0.188063
57831,17.3114,0.187917,0.187917
57832,17.3117,0.187771,0.187771
57833,17.312,0.187624,0.187624
57834,17.3123,0.187478,0.187478
57835,17.3126,0.187332,0.187332
57836,17.3129,0.187185,0.187185
57837,17.3132,0.187038,0.187038
57838,17.3135,0.18689,0.18689
57839,17.3138,0.186744,0.186744
57840,17.3141,0.186597,0.186597
57841,17.3144,0.18645,0.18645
57842,17.3147,0.186303,0.186303
57843,17.315,0.186156,0.186156
57844,17.3153,0.186009,0.186009
57845,17.3156,0.185861,0.185861
57846,17.3159,0.185713,0.185713
57847,17.3162,0.185566,0.185566
57848,17.3165,0.185419,0.185419
57849,17.3168,0.185271,0.185271
57850,17.3171,0.185124,0.185124
57851,17.3174,0.184976,0.184976
57852,17.3177,0.184828,0.184828
57853,17.318,0.18468,0.18468
57854,17.3183,0.184532,0.184532
57855,17.3186,0.184384,0.184384
57856,17.3189,0.184236,0.184236
57857,17.3192,0.184088,0.184088
57858,17.3195,0.18394,0.18394
57859,17.3198,0.183792,0.183792
57860,17.3201,0.183643,0.183643
57861,17.3204,0.183494,0.183494
57862,17.3207,0.183345,0.183345
57863,17.321,0.183197,0.183197
57864,17.3213,0.183048,0.183048
57865,17.3216,0.1829,0.1829
57866,17.3219,0.182751,0.182751
57867,17.3222,0.182603,0.182603
57868,17.3225,0.182453,0.182453
57869,17.3228,0.182304,0.182304
57870,17.3231,0.182154,0.182154
57871,17.3234,0.182005,0.182005
57872,17.3237,0.181856,0.181856
57873,17.324,0.181707,0.181707
57874,17.3243,0.181558,0.181558
57875,17.3246,0.181409,0.181409
57876,17.3249,0.181259,0.181259
57877,17.3251,0.181108,0.181108
57878,17.3254,0.180959,0.180959
57879,17.3257,0.180809,0.180809
57880,17.326,0.18066,0.18066
57881,17.3263,0.18051,0.18051
57882,17.3266,0.18036,0.18036
57883,17.3269,0.18021,0.18021
57884,17.3272,0.180059,0.180059
57885,17.3275,0.179909,0.179909
57886,17.3278,0.179758,0.179758
57887,17.3281,0.179608,0.179608
57888,17.3284,0.179458,0.179458
57889,17.3287,0.179308,0.179308
57890,17.329,0.179157,0.179157
57891,17.3293,0.179007,0.179007
57892,17.3296,0.178856,0.178856
57893,17.3299,0.178704,0.178704
57894,17.3302,0.178553,0.178553
57895,17.3305,0.178403,0.178403
57896,17.3308,0.178252,0.178252
57897,17.3311,0.178101,0.178101
57898,17.3314,0.17795,0.17795
57899,17.3317,0.177799,0.177799
57900,17.332,0.177647,0.177647
57901,17.3323,0.177495,0.177495
57902,17.3326,0.177344,0.177344
57903,17.3329,0.177192,0.177192
57904,17.3332,0.177041,0.177041
57905,17.3335,0.176889,0.176889
57906,17.3338,0.176738,0.176738
57907,17.3341,0.176586,0.176586
57908,17.3344,0.176434,0.176434
57909,17.3347,0.176281,0.176281
57910,17.335,0.176129,0.176129
57911,17.3353,0.175977,0.175977
57912,17.3356,0.175825,0.175825
57913,17.3359,0.175673,0.175673
57914,17.3362,0.175521,0.175521
57915,17.3365,0.175369,0.175369
57916,17.3368,0.175216,0.175216
57917,17.3371,0.175063,0.175063
57918,17.3374,0.17491,0.17491
57919,17.3377,0.174757,0.174757
57920,17.338,0.174605,0.174605
57921,17.3383,0.174452,0.174452
57922,17.3386,0.1743,0.1743
57923,17.3389,0.174146,0.174146
57924,17.3392,0.173993,0.173993
57925,17.3395,0.173839,0.173839
57926,17.3398,0.173686,0.173686
57927,17.3401,0.173533,0.173533
57928,17.3404,0.17338,0.17338
57929,17.3407,0.173226,0.173226
57930,17.341,0.173073,0.173073
57931,17.3413,0.172919,0.172919
57932,17.3416,0.172765,0.172765
57933,17.3419,0.172611,0.172611
57934,17.3422,0.172457,0.172457
57935,17.3425,0.172303,0.172303
57936,17.3428,0.17215,0.17215
57937,17.3431,0.171996,0.171996
57938,17.3434,0.171842,0.171842
57939,17.3437,0.171688,0.171688
57940,17.344,0.171533,0.171533
57941,17.3443,0.171378,0.171378
57942,17.3446,0.171223,0.171223
57943,17.3449,0.171069,0.171069
57944,17.3452,0.170915,0.170915
57945,17.3455,0.170761,0.170761
57946,17.3458,0.170606,0.170606
57947,17.3461,0.170451,0.170451
57948,17.3464,0.170295,0.170295
57949,17.3467,0.17014,0.17014
57950,17.347,0.169985,0.169985
57951,17.3473,0.16983,0.16983
57952,17.3476,0.169675,0.169675
57953,17.3479,0.16952,0.16952
57954,17.3482,0.169365,0.169365
57955,17.3485,0.169209,0.169209
57956,17.3488,0.169053,0.169053
57957,17.3491,0.168897,0.168897
57958,17.3494,0.168741,0.168741
57959,17.3497,0.168586,0.168586
57960,17.35,0.168431,0.168431
57961,17.3503,0.168275,0.168275
57962,17.3506,0.168119,0.168119
57963,17.3509,0.167963,0.167963
57964,17.3512,0.167806,0.167806
57965,17.3515,0.16765,0.16765
57966,17.3518,0.167493,0.167493
57967,17.3521,0.167337,0.167337
57968,17.3524,0.167181,0.167181
57969,17.3527,0.167025,0.167025
57970,17.353,0.166869,0.166869
57971,17.3533,0.166712,0.166712
57972,17.3536,0.166555,0.166555
57973,17.3539,0.166397,0.166397
57974,17.3542,0.16624,0.16624
57975,17.3545,0.166083,0.166083
57976,17.3548,0.165927,0.165927
57977,17.3551,0.16577,0.16577
57978,17.3554,0.165613,0.165613
57979,17.3557,0.165456,0.165456
57980,17.356,0.165298,0.165298
57981,17.3563,0.16514,0.16514
57982,17.3566,0.164982,0.164982
57983,17.3569,0.164825,0.164825
57984,17.3572,0.164668,0.164668
57985,17.3575,0.164511,0.164511
57986,17.3578,0.164353,0.164353
57987,17.3581,0.164195,0.164195
57988,17.3584,0.164037,0.164037
57989,17.3587,0.163878,0.163878
57990,17.359,0.16372,0.16372
57991,17.3593,0.163562,0.163562
57992,17.3596,0.163404,0.163404
57993,17.3599,0.163246,0.163246
57994,17.3602,0.163088,0.163088
57995,17.3605,0.162929,0.162929
57996,17.3608,0.16277,0.16277
57997,17.3611,0.162611,0.162611
57998,17.3614,0.162452,0.162452
57999,17.3617,0.162294,0.162294
58000,17.362,0.162136,0.162136
58001,17.3623,0.161977,0.161977
58002,17.3626,0.161818,0.161818
58003,17.3629,0.161659,0.161659
58004,17.3632,0.161499,0.161499
58005,17.3635,0.16134,0.16134
58006,17.3638,0.16118,0.16118
58007,17.3641,0.161021,0.161021
58008,17.3644,0.160862,0.160862
58009,17.3647,0.160703,0.160703
58010,17.365,0.160543,0.160543
58011,17.3653,0.160384,0.160384
58012,17.3656,0.160224,0.160224
58013,17.3659,0.160063,0.160063
58014,17.3662,0.159903,0.159903
58015,17.3665,0.159743,0.159743
58016,17.3668,0.159584,0.159584
58017,17.3671,0.159424,0.159424
58018,17.3674,0.159264,0.159264
58019,17.3677,0.159103,0.159103
58020,17.368,0.158943,0.158943
58021,17.3683,0.158782,0.158782
58022,17.3686,0.158621,0.158621
58023,17.3689,0.158461,0.158461
58024,17.3692,0.158301,0.158301
58025,17.3695,0.15814,0.15814
58026,17.3698,0.157979,0.157979
58027,17.3701,0.157818,0.157818
58028,17.3704,0.157657,0.157657
58029,17.3707,0.157496,0.157496
58030,17.371,0.157334,0.157334
58031,17.3713,0.157173,0.157173
58032,17.3716,0.157012,0.157012
58033,17.3719,0.156852,0.156852
58034,17.3722,0.15669,0.15669
58035,17.3725,0.156528,0.156528
58036,17.3728,0.156367,0.156367
58037,17.3731,0.156205,0.156205
58038,17.3734,0.156042,0.156042
58039,17.3737,0.155881,0.155881
58040,17.374,0.155719,0.155719
58041,17.3743,0.155558,0.155558
58042,17.3746,0.155396,0.155396
58043,17.3749,0.155234,0.155234
58044,17.3751,0.155071,0.155071
58045,17.3754,0.154908,0.154908
58046,17.3757,0.154746,0.154746
58047,17.376,0.154583,0.154583
58048,17.3763,0.154421,0.154421
58049,17.3766,0.154259,0.154259
58050,17.3769,0.154097,0.154097
58051,17.3772,0.153934,0.153934
58052,17.3775,0.153771,0.153771
58053,17.3778,0.153607,0.153607
58054,17.3781,0.153444,0.153444
58055,17.3784,0.153281,0.153281
58056,17.3787,0.153119,0.153119
58057,17.379,0.152956,0.152956
58058,17.3793,0.152792,0.152792
58059,17.3796,0.152629,0.152629
58060,17.3799,0.152465,0.152465
58061,17.3802,0.152301,0.152301
58062,17.3805,0.152137,0.152137
58063,17.3808,0.151974,0.151974
58064,17.3811,0.151811,0.151811
58065,17.3814,0.151647,0.151647
58066,17.3817,0.151483,0.151483
58067,17.382,0.151319,0.151319
58068,17.3823,0.151155,0.151155
58069,17.3826,0.15099,0.15099
58070,17.3829,0.150826,0.150826
58071,17.3832,0.150662,0.150662
58072,17.3835,0.150498,0.150498
58073,17.3838,0.150334,0.150334
58074,17.3841,0.150169,0.150169
58075,17.3844,0.150004,0.150004
58076,17.3847,0.14984,0.14984
58077,17.385,0.149674,0.149674
58078,17.3853,0.149509,0.149509
58079,17.3856,0.149345,0.149345
58080,17.3859,0.14918,0.14918
58081,17.3862,0.149015,0.149015
58082,17.3865,0.14885,0.14885
58083,17.3868,0.148685,0.148685
58084,17.3871,0.148519,0.148519
58085,17.3874,0.148354,0.148354
58086,17.3877,0.148188,0.148188
58087,17.388,0.148023,0.148023
58088,17.3883,0.147857,0.147857
58089,17.3886,0.147692,0.147692
58090,17.3889,0.147526,0.147526
58091,17.3892,0.14736,0.14736
58092,17.3895,0.147194,0.147194
58093,17.3898,0.147028,0.147028
58094,17.3901,0.146861,0.146861
58095,17.3904,0.146695,0.146695
58096,17.3907,0.14653,0.14653
58097,17.391,0.146364,0.146364
58098,17.3913,0.146197,0.146197
58099,17.3916,0.14603,0.14603
58100,17.3919,0.145864,0.145864
58101,17.3922,0.145697,0.145697
58102,17.3925,0.14553,0.14553
58103,17.3928,0.145363,0.145363
58104,17.3931,0.145197,0.145197
58105,17.3934,0.14503,0.14503
58106,17.3937,0.144863,0.144863
58107,17.394,0.144695,0.144695
58108,17.3943,0.144528,0.144528
58109,17.3946,0.144361,0.144361
58110,17.3949,0.144193,0.144193
58111,17.3952,0.144026,0.144026
58112,17.3955,0.143859,0.143859
58113,17.3958,0.143691,0.143691
58114,17.3961,0.143524,0.143524
58115,17.3964,0.143356,0.143356
58116,17.3967,0.143188,0.143188
58117,17.397,0.14302,0.14302
58118,17.3973,0.142852,0.142852
58119,17.3976,0.142684,0.142684
58120,17.3979,0.142516,0.142516
58121,17.3982,0.142348,0.142348
58122,17.3985,0.142179,0.142179
58123,17.3988,0.142011,0.142011
58124,17.3991,0.141842,0.141842
58125,17.3994,0.141674,0.141674
58126,17.3997,0.141505,0.141505
58127,17.4,0.141336,0.141336
58128,17.4003,0.141168,0.141168
58129,17.4006,0.140999,0.140999
58130,17.4009,0.14083,0.14083
58131,17.4012,0.140661,0.140661
58132,17.4015,0.140492,0.140492
58133,17.4018,0.140323,0.140323
58134,17.4021,0.140153,0.140153
58135,17.4024,0.139984,0.139984
58136,17.4027,0.139815,0.139815
58137,17.403,0.139645,0.139645
58138,17.4033,0.139475,0.139475
58139,17.4036,0.139306,0.139306
58140,17.4039,0.139136,0.139136
58141,17.4042,0.138966,0.138966
58142,17.4045,0.138796,0.138796
58143,17.4048,0.138626,0.138626
58144,17.4051,0.138456,0.138456
58145,17.4054,0.138286,0.138286
58146,17.4057,0.138116,0.138116
58147,17.406,0.137946,0.137946
58148,17.4063,0.137775,0.137775
58149,17.4066,0.137605,0.137605
58150,17.4069,0.137434,0.137434
58151,17.4072,0.137264,0.137264
58152,17.4075,0.137093,0.137093
58153,17.4078,0.136922,0.136922
58154,17.4081,0.136751,0.136751
58155,17.4084,0.13658,0.13658
58156,17.4087,0.13641,0.13641
58157,17.409,0.136239,0.136239
58158,17.4093,0.136067,0.136067
58159,17.4096,0.135896,0.135896
58160,17.4099,0.135725,0.135725
58161,17.4102,0.135553,0.135553
58162,17.4105,0.135382,0.135382
58163,17.4108,0.13521,0.13521
58164,17.4111,0.135039,0.135039
58165,17.4114,0.134867,0.134867
58166,17.4117,0.134696,0.134696
58167,17.412,0.134524,0.134524
58168,17.4123,0.134352,0.134352
58169,17.4126,0.13418,0.13418
58170,17.4129,0.134007,0.134007
58171,17.4132,0.133835,0.133835
58172,17.4135,0.133663,0.133663
58173,17.4138,0.133491,0.133491
58174,17.4141,0.133319,0.133319
58175,17.4144,0.133146,0.133146
58176,17.4147,0.132974,0.132974
58177,17.415,0.132801,0.132801
58178,17.4153,0.132628,0.132628
58179,17.4156,0.132455,0.132455
58180,17.4159,0.132283,0.132283
58181,17.4162,0.13211,0.13211
58182,17.4165,0.131937,0.131937
58183,17.4168,0.131764,0.131764
58184,17.4171,0.131591,0.131591
58185,17.4174,0.131417,0.131417
58186,17.4177,0.131244,0.131244
58187,17.418,0.13107,0.13107
58188,17.4183,0.130897,0.130897
58189,17.4186,0.130724,0.130724
58190,17.4189,0.13055,0.13055
58191,17.4192,0.130377,0.130377
58192,17.4195,0.130203,0.130203
58193,17.4198,0.130028,0.130028
58194,17.4201,0.129855,0.129855
58195,17.4204,0.129681,0.129681
58196,17.4207,0.129507,0.129507
58197,17.421,0.129333,0.129333
58198,17.4213,0.129159,0.129159
58199,17.4216,0.128984,0.128984
58200,17.4219,0.128809,0.128809
58201,17.4222,0.128635,0.128635
58202,17.4225,0.12846,0.12846
58203,17.4228,0.128286,0.128286
58204,17.4231,0.128111,0.128111
58205,17.4234,0.127936,0.127936
58206,17.4237,0.127762,0.127762
58207,17.424,0.127587,0.127587
58208,17.4243,0.127411,0.127411
58209,17.4246,0.127236,0.127236
58210,17.4249,0.127061,0.127061
58211,17.4251,0.126885,0.126885
58212,17.4254,0.12671,0.12671
58213,17.4257,0.126535,0.126535
58214,17.426,0.12636,0.12636
