i,t,x_tip,y_tip
26665,7.98024,-0.0645999,-0.0645999
26666,7.98054,-0.0647682,-0.0647682
26667,7.98084,-0.064937,-0.064937
26668,7.98114,-0.0651057,-0.0651057
26669,7.98144,-0.0652742,-0.0652742
26670,7.98174,-0.0654424,-0.0654424
26671,7.98204,-0.0656103,-0.0656103
26672,7.98234,-0.065778,-0.065778
26673,7.98263,-0.0659459,-0.0659459
26674,7.98293,-0.0661144,-0.0661144
26675,7.98323,-0.0662831,-0.0662831
26676,7.98353,-0.0664517,-0.0664517
26677,7.98383,-0.06662,-0.06662
26678,7.98413,-0.0667879,-0.0667879
26679,7.98443,-0.0669556,-0.0669556
26680,7.98473,-0.0671234,-0.0671234
26681,7.98503,-0.0672914,-0.0672914
26682,7.98533,-0.0674598,-0.0674598
26683,7.98563,-0.0676285,-0.0676285
26684,7.98593,-0.067797,-0.067797
26685,7.98623,-0.067965,-0.067965
26686,7.98653,-0.0681326,-0.0681326
26687,7.98683,-0.0683003,-0.0683003
26688,7.98713,-0.068468,-0.068468
26689,7.98743,-0.068636,-0.068636
26690,7.98772,-0.0688045,-0.0688045
26691,7.98802,-0.0689731,-0.0689731
26692,7.98832,-0.0691414,-0.0691414
26693,7.98862,-0.069309,-0.069309
26694,7.98892,-0.0694765,-0.0694765
26695,7.98922,-0.0696441,-0.0696441
26696,7.98952,-0.0698118,-0.0698118
26697,7.98982,-0.0699798,-0.0699798
26698,7.99012,-0.0701483,-0.0701483
26699,7.99042,-0.0703167,-0.0703167
26700,7.99072,-0.0704846,-0.0704846
26701,7.99102,-0.0706521,-0.0706521
26702,7.99132,-0.0708195,-0.0708195
26703,7.99162,-0.0709868,-0.0709868
26704,7.99192,-0.0711545,-0.0711545
26705,7.99222,-0.0713226,-0.0713226
26706,7.99251,-0.0714911,-0.0714911
26707,7.99281,-0.0716591,-0.0716591
26708,7.99311,-0.0718268,-0.0718268
26709,7.99341,-0.0719942,-0.0719942
26710,7.99371,-0.0721614,-0.0721614
26711,7.99401,-0.0723286,-0.0723286
26712,7.99431,-0.0724963,-0.0724963
26713,7.99461,-0.0726645,-0.0726645
26714,7.99491,-0.0728326,-0.0728326
26715,7.99521,-0.0730005,-0.0730005
26716,7.99551,-0.073168,-0.073168
26717,7.99581,-0.0733351,-0.0733351
26718,7.99611,-0.0735022,-0.0735022
26719,7.99641,-0.0736695,-0.0736695
26720,7.99671,-0.0738372,-0.0738372
26721,7.99701,-0.0740052,-0.0740052
26722,7.99731,-0.0741733,-0.0741733
26723,7.9976,-0.074341,-0.074341
26724,7.9979,-0.0745083,-0.0745083
26725,7.9982,-0.0746752,-0.0746752
26726,7.9985,-0.0748423,-0.0748423
26727,7.9988,-0.0750096,-0.0750096
26728,7.9991,-0.0751772,-0.0751772
26729,7.9994,-0.0753451,-0.0753451
26730,7.9997,-0.075513,-0.075513
26731,8,-0.0756806,-0.0756806
26732,8.0003,-0.0758476,-0.0758476
26733,8.0006,-0.0760145,-0.0760145
26734,8.0009,-0.0761815,-0.0761815
26735,8.0012,-0.0763487,-0.0763487
26736,8.0015,-0.0765162,-0.0765162
26737,8.0018,-0.0766841,-0.0766841
26738,8.0021,-0.0768518,-0.0768518
26739,8.0024,-0.0770191,-0.0770191
26740,8.00269,-0.077186,-0.077186
26741,8.00299,-0.0773528,-0.0773528
26742,8.00329,-0.0775197,-0.0775197
26743,8.00359,-0.0776868,-0.0776868
26744,8.00389,-0.0778543,-0.0778543
26745,8.00419,-0.0780219,-0.0780219
26746,8.00449,-0.0781895,-0.0781895
26747,8.00479,-0.0783566,-0.0783566
26748,8.00509,-0.0785234,-0.0785234
26749,8.00539,-0.07869,-0.07869
26750,8.00569,-0.0788567,-0.0788567
26751,8.00599,-0.0790238,-0.0790238
26752,8.00629,-0.0791911,-0.0791911
26753,8.00659,-0.0793586,-0.0793586
26754,8.00689,-0.079526,-0.079526
26755,8.00719,-0.079693,-0.079693
26756,8.00749,-0.0798596,-0.0798596
26757,8.00778,-0.080026,-0.080026
26758,8.00808,-0.0801926,-0.0801926
26759,8.00838,-0.0803596,-0.0803596
26760,8.00868,-0.0805268,-0.0805268
26761,8.00898,-0.0806941,-0.0806941
26762,8.00928,-0.0808614,-0.0808614
26763,8.00958,-0.0810282,-0.0810282
26764,8.00988,-0.0811945,-0.0811945
26765,8.01018,-0.0813608,-0.0813608
26766,8.01048,-0.0815274,-0.0815274
26767,8.01078,-0.0816942,-0.0816942
26768,8.01108,-0.0818613,-0.0818613
26769,8.01138,-0.0820285,-0.0820285
26770,8.01168,-0.0821956,-0.0821956
26771,8.01198,-0.0823622,-0.0823622
26772,8.01228,-0.0825284,-0.0825284
26773,8.01257,-0.0826946,-0.0826946
26774,8.01287,-0.0828611,-0.0828611
26775,8.01317,-0.0830277,-0.0830277
26776,8.01347,-0.0831948,-0.0831948
26777,8.01377,-0.0833619,-0.0833619
26778,8.01407,-0.0835287,-0.0835287
26779,8.01437,-0.0836951,-0.0836951
26780,8.01467,-0.0838613,-0.0838613
26781,8.01497,-0.0840274,-0.0840274
26782,8.01527,-0.0841936,-0.0841936
26783,8.01557,-0.0843603,-0.0843603
26784,8.01587,-0.0845273,-0.0845273
26785,8.01617,-0.0846941,-0.0846941
26786,8.01647,-0.0848607,-0.0848607
26787,8.01677,-0.0850271,-0.0850271
26788,8.01707,-0.085193,-0.085193
26789,8.01737,-0.0853589,-0.0853589
26790,8.01766,-0.0855251,-0.0855251
26791,8.01796,-0.0856917,-0.0856917
26792,8.01826,-0.0858585,-0.0858585
26793,8.01856,-0.0860251,-0.0860251
26794,8.01886,-0.0861916,-0.0861916
26795,8.01916,-0.0863578,-0.0863578
26796,8.01946,-0.0865235,-0.0865235
26797,8.01976,-0.0866893,-0.0866893
26798,8.02006,-0.0868554,-0.0868554
26799,8.02036,-0.0870219,-0.0870219
26800,8.02066,-0.0871885,-0.0871885
26801,8.02096,-0.0873551,-0.0873551
26802,8.02126,-0.0875213,-0.0875213
26803,8.02156,-0.0876871,-0.0876871
26804,8.02186,-0.0878527,-0.0878527
26805,8.02216,-0.0880184,-0.0880184
26806,8.02246,-0.0881845,-0.0881845
26807,8.02275,-0.0883508,-0.0883508
26808,8.02305,-0.0885173,-0.0885173
26809,8.02335,-0.0886837,-0.0886837
26810,8.02365,-0.0888496,-0.0888496
26811,8.02395,-0.0890152,-0.0890152
26812,8.02425,-0.0891807,-0.0891807
26813,8.02455,-0.0893464,-0.0893464
26814,8.02485,-0.0895123,-0.0895123
26815,8.02515,-0.0896786,-0.0896786
26816,8.02545,-0.0898449,-0.0898449
26817,8.02575,-0.090011,-0.090011
26818,8.02605,-0.0901766,-0.0901766
26819,8.02635,-0.090342,-0.090342
26820,8.02665,-0.0905075,-0.0905075
26821,8.02695,-0.090673,-0.090673
26822,8.02725,-0.090839,-0.090839
26823,8.02754,-0.0910052,-0.0910052
26824,8.02784,-0.0911712,-0.0911712
26825,8.02814,-0.091337,-0.091337
26826,8.02844,-0.0915024,-0.0915024
26827,8.02874,-0.0916677,-0.0916677
26828,8.02904,-0.091833,-0.091833
26829,8.02934,-0.0919986,-0.0919986
26830,8.02964,-0.0921644,-0.0921644
26831,8.02994,-0.0923303,-0.0923303
26832,8.03024,-0.0924961,-0.0924961
26833,8.03054,-0.0926617,-0.0926617
26834,8.03084,-0.0928268,-0.0928268
26835,8.03114,-0.0929918,-0.0929918
26836,8.03144,-0.0931571,-0.0931571
26837,8.03174,-0.0933227,-0.0933227
26838,8.03204,-0.0934883,-0.0934883
26839,8.03234,-0.0936541,-0.0936541
26840,8.03263,-0.0938196,-0.0938196
26841,8.03293,-0.0939848,-0.0939848
26842,8.03323,-0.0941497,-0.0941497
26843,8.03353,-0.0943146,-0.0943146
26844,8.03383,-0.0944799,-0.0944799
26845,8.03413,-0.0946453,-0.0946453
26846,8.03443,-0.0948108,-0.0948108
26847,8.03473,-0.0949763,-0.0949763
26848,8.03503,-0.0951416,-0.0951416
26849,8.03533,-0.0953064,-0.0953064
26850,8.03563,-0.0954711,-0.0954711
26851,8.03593,-0.095636,-0.095636
26852,8.03623,-0.0958011,-0.0958011
26853,8.03653,-0.0959664,-0.0959664
26854,8.03683,-0.0961318,-0.0961318
26855,8.03713,-0.0962971,-0.0962971
26856,8.03743,-0.096462,-0.096462
26857,8.03772,-0.0966266,-0.0966266
26858,8.03802,-0.0967911,-0.0967911
26859,8.03832,-0.0969559,-0.0969559
26860,8.03862,-0.0971209,-0.0971209
26861,8.03892,-0.0972861,-0.0972861
26862,8.03922,-0.0974514,-0.0974514
26863,8.03952,-0.0976163,-0.0976163
26864,8.03982,-0.0977809,-0.0977809
26865,8.04012,-0.0979453,-0.0979453
26866,8.04042,-0.0981097,-0.0981097
26867,8.04072,-0.0982743,-0.0982743
26868,8.04102,-0.0984393,-0.0984393
26869,8.04132,-0.0986044,-0.0986044
26870,8.04162,-0.0987694,-0.0987694
26871,8.04192,-0.098934,-0.098934
26872,8.04222,-0.0990984,-0.0990984
26873,8.04251,-0.0992626,-0.0992626
26874,8.04281,-0.0994268,-0.0994268
26875,8.04311,-0.0995914,-0.0995914
26876,8.04341,-0.0997563,-0.0997563
26877,8.04371,-0.0999212,-0.0999212
26878,8.04401,-0.100086,-0.100086
26879,8.04431,-0.10025,-0.10025
26880,8.04461,-0.100414,-0.100414
26881,8.04491,-0.100578,-0.100578
26882,8.04521,-0.100742,-0.100742
26883,8.04551,-0.100907,-0.100907
26884,8.04581,-0.101072,-0.101072
26885,8.04611,-0.101236,-0.101236
26886,8.04641,-0.101401,-0.101401
26887,8.04671,-0.101565,-0.101565
26888,8.04701,-0.101729,-0.101729
26889,8.04731,-0.101892,-0.101892
26890,8.0476,-0.102056,-0.102056
26891,8.0479,-0.102221,-0.102221
26892,8.0482,-0.102385,-0.102385
26893,8.0485,-0.10255,-0.10255
26894,8.0488,-0.102714,-0.102714
26895,8.0491,-0.102877,-0.102877
26896,8.0494,-0.103041,-0.103041
26897,8.0497,-0.103205,-0.103205
26898,8.05,-0.103369,-0.103369
26899,8.0503,-0.103533,-0.103533
26900,8.0506,-0.103697,-0.103697
26901,8.0509,-0.103861,-0.103861
26902,8.0512,-0.104025,-0.104025
26903,8.0515,-0.104188,-0.104188
26904,8.0518,-0.104352,-0.104352
26905,8.0521,-0.104515,-0.104515
26906,8.0524,-0.104679,-0.104679
26907,8.05269,-0.104843,-0.104843
26908,8.05299,-0.105007,-0.105007
26909,8.05329,-0.105171,-0.105171
26910,8.05359,-0.105334,-0.105334
26911,8.05389,-0.105498,-0.105498
26912,8.05419,-0.105661,-0.105661
26913,8.05449,-0.105824,-0.105824
26914,8.05479,-0.105988,-0.105988
26915,8.05509,-0.106152,-0.106152
26916,8.05539,-0.106316,-0.106316
26917,8.05569,-0.106479,-0.106479
26918,8.05599,-0.106642,-0.106642
26919,8.05629,-0.106805,-0.106805
26920,8.05659,-0.106968,-0.106968
26921,8.05689,-0.107132,-0.107132
26922,8.05719,-0.107296,-0.107296
26923,8.05749,-0.107459,-0.107459
26924,8.05778,-0.107623,-0.107623
26925,8.05808,-0.107786,-0.107786
26926,8.05838,-0.107949,-0.107949
26927,8.05868,-0.108112,-0.108112
26928,8.05898,-0.108275,-0.108275
26929,8.05928,-0.108438,-0.108438
26930,8.05958,-0.108602,-0.108602
26931,8.05988,-0.108765,-0.108765
26932,8.06018,-0.108928,-0.108928
26933,8.06048,-0.109091,-0.109091
26934,8.06078,-0.109253,-0.109253
26935,8.06108,-0.109416,-0.109416
26936,8.06138,-0.109579,-0.109579
26937,8.06168,-0.109742,-0.109742
26938,8.06198,-0.109906,-0.109906
26939,8.06228,-0.110069,-0.110069
26940,8.06257,-0.110232,-0.110232
26941,8.06287,-0.110394,-0.110394
26942,8.06317,-0.110556,-0.110556
26943,8.06347,-0.110719,-0.110719
26944,8.06377,-0.110882,-0.110882
26945,8.06407,-0.111045,-0.111045
26946,8.06437,-0.111208,-0.111208
26947,8.06467,-0.111371,-0.111371
26948,8.06497,-0.111533,-0.111533
26949,8.06527,-0.111695,-0.111695
26950,8.06557,-0.111858,-0.111858
26951,8.06587,-0.11202,-0.11202
26952,8.06617,-0.112183,-0.112183
26953,8.06647,-0.112346,-0.112346
26954,8.06677,-0.112509,-0.112509
26955,8.06707,-0.112671,-0.112671
26956,8.06737,-0.112833,-0.112833
26957,8.06766,-0.112995,-0.112995
26958,8.06796,-0.113157,-0.113157
26959,8.06826,-0.11332,-0.11332
26960,8.06856,-0.113482,-0.113482
26961,8.06886,-0.113645,-0.113645
26962,8.06916,-0.113808,-0.113808
26963,8.06946,-0.11397,-0.11397
26964,8.06976,-0.114131,-0.114131
26965,8.07006,-0.114293,-0.114293
26966,8.07036,-0.114455,-0.114455
26967,8.07066,-0.114618,-0.114618
26968,8.07096,-0.11478,-0.11478
26969,8.07126,-0.114943,-0.114943
26970,8.07156,-0.115105,-0.115105
26971,8.07186,-0.115267,-0.115267
26972,8.07216,-0.115428,-0.115428
26973,8.07246,-0.11559,-0.11559
26974,8.07275,-0.115752,-0.115752
26975,8.07305,-0.115914,-0.115914
26976,8.07335,-0.116076,-0.116076
26977,8.07365,-0.116239,-0.116239
26978,8.07395,-0.1164,-0.1164
26979,8.07425,-0.116562,-0.116562
26980,8.07455,-0.116723,-0.116723
26981,8.07485,-0.116884,-0.116884
26982,8.07515,-0.117046,-0.117046
26983,8.07545,-0.117209,-0.117209
26984,8.07575,-0.117371,-0.117371
26985,8.07605,-0.117532,-0.117532
26986,8.07635,-0.117694,-0.117694
26987,8.07665,-0.117855,-0.117855
26988,8.07695,-0.118016,-0.118016
26989,8.07725,-0.118177,-0.118177
26990,8.07754,-0.118339,-0.118339
26991,8.07784,-0.118501,-0.118501
26992,8.07814,-0.118663,-0.118663
26993,8.07844,-0.118824,-0.118824
26994,8.07874,-0.118985,-0.118985
26995,8.07904,-0.119146,-0.119146
26996,8.07934,-0.119307,-0.119307
26997,8.07964,-0.119468,-0.119468
26998,8.07994,-0.11963,-0.11963
26999,8.08024,-0.119792,-0.119792
27000,8.08054,-0.119953,-0.119953
27001,8.08084,-0.120114,-0.120114
27002,8.08114,-0.120274,-0.120274
27003,8.08144,-0.120435,-0.120435
27004,8.08174,-0.120596,-0.120596
27005,8.08204,-0.120757,-0.120757
27006,8.08234,-0.120919,-0.120919
27007,8.08263,-0.121081,-0.121081
27008,8.08293,-0.121242,-0.121242
27009,8.08323,-0.121402,-0.121402
27010,8.08353,-0.121562,-0.121562
27011,8.08383,-0.121723,-0.121723
27012,8.08413,-0.121883,-0.121883
27013,8.08443,-0.122045,-0.122045
27014,8.08473,-0.122206,-0.122206
27015,8.08503,-0.122367,-0.122367
27016,8.08533,-0.122528,-0.122528
27017,8.08563,-0.122688,-0.122688
27018,8.08593,-0.122848,-0.122848
27019,8.08623,-0.123008,-0.123008
27020,8.08653,-0.123169,-0.123169
27021,8.08683,-0.12333,-0.12333
27022,8.08713,-0.123492,-0.123492
27023,8.08743,-0.123652,-0.123652
27024,8.08772,-0.123813,-0.123813
27025,8.08802,-0.123972,-0.123972
27026,8.08832,-0.124132,-0.124132
27027,8.08862,-0.124292,-0.124292
27028,8.08892,-0.124453,-0.124453
27029,8.08922,-0.124614,-0.124614
27030,8.08952,-0.124775,-0.124775
27031,8.08982,-0.124936,-0.124936
27032,8.09012,-0.125095,-0.125095
27033,8.09042,-0.125255,-0.125255
27034,8.09072,-0.125414,-0.125414
27035,8.09102,-0.125574,-0.125574
27036,8.09132,-0.125735,-0.125735
27037,8.09162,-0.125896,-0.125896
27038,8.09192,-0.126056,-0.126056
27039,8.09222,-0.126217,-0.126217
27040,8.09251,-0.126376,-0.126376
27041,8.09281,-0.126535,-0.126535
27042,8.09311,-0.126695,-0.126695
27043,8.09341,-0.126855,-0.126855
27044,8.09371,-0.127015,-0.127015
27045,8.09401,-0.127176,-0.127176
27046,8.09431,-0.127336,-0.127336
27047,8.09461,-0.127496,-0.127496
27048,8.09491,-0.127655,-0.127655
27049,8.09521,-0.127814,-0.127814
27050,8.09551,-0.127973,-0.127973
27051,8.09581,-0.128133,-0.128133
27052,8.09611,-0.128293,-0.128293
27053,8.09641,-0.128453,-0.128453
27054,8.09671,-0.128613,-0.128613
27055,8.09701,-0.128773,-0.128773
27056,8.09731,-0.128931,-0.128931
27057,8.0976,-0.12909,-0.12909
27058,8.0979,-0.129249,-0.129249
27059,8.0982,-0.129409,-0.129409
27060,8.0985,-0.129569,-0.129569
27061,8.0988,-0.129729,-0.129729
27062,8.0991,-0.129889,-0.129889
27063,8.0994,-0.130048,-0.130048
27064,8.0997,-0.130206,-0.130206
27065,8.1,-0.130365,-0.130365
27066,8.1003,-0.130524,-0.130524
27067,8.1006,-0.130684,-0.130684
27068,8.1009,-0.130844,-0.130844
27069,8.1012,-0.131003,-0.131003
27070,8.1015,-0.131163,-0.131163
27071,8.1018,-0.131321,-0.131321
27072,8.1021,-0.13148,-0.13148
27073,8.1024,-0.131638,-0.131638
27074,8.10269,-0.131797,-0.131797
27075,8.10299,-0.131956,-0.131956
27076,8.10329,-0.132116,-0.132116
27077,8.10359,-0.132275,-0.132275
27078,8.10389,-0.132434,-0.132434
27079,8.10419,-0.132593,-0.132593
27080,8.10449,-0.132751,-0.132751
27081,8.10479,-0.132909,-0.132909
27082,8.10509,-0.133068,-0.133068
27083,8.10539,-0.133227,-0.133227
27084,8.10569,-0.133386,-0.133386
27085,8.10599,-0.133545,-0.133545
27086,8.10629,-0.133704,-0.133704
27087,8.10659,-0.133862,-0.133862
27088,8.10689,-0.13402,-0.13402
27089,8.10719,-0.134178,-0.134178
27090,8.10749,-0.134337,-0.134337
27091,8.10778,-0.134495,-0.134495
27092,8.10808,-0.134654,-0.134654
27093,8.10838,-0.134813,-0.134813
27094,8.10868,-0.134971,-0.134971
27095,8.10898,-0.135129,-0.135129
27096,8.10928,-0.135287,-0.135287
27097,8.10958,-0.135445,-0.135445
27098,8.10988,-0.135603,-0.135603
27099,8.11018,-0.135762,-0.135762
27100,8.11048,-0.135921,-0.135921
27101,8.11078,-0.136079,-0.136079
27102,8.11108,-0.136236,-0.136236
27103,8.11138,-0.136394,-0.136394
27104,8.11168,-0.136552,-0.136552
27105,8.11198,-0.136709,-0.136709
27106,8.11228,-0.136868,-0.136868
27107,8.11257,-0.137026,-0.137026
27108,8.11287,-0.137185,-0.137185
27109,8.11317,-0.137342,-0.137342
27110,8.11347,-0.1375,-0.1375
27111,8.11377,-0.137657,-0.137657
27112,8.11407,-0.137815,-0.137815
27113,8.11437,-0.137973,-0.137973
27114,8.11467,-0.138131,-0.138131
27115,8.11497,-0.138289,-0.138289
27116,8.11527,-0.138447,-0.138447
27117,8.11557,-0.138604,-0.138604
27118,8.11587,-0.138761,-0.138761
27119,8.11617,-0.138918,-0.138918
27120,8.11647,-0.139076,-0.139076
27121,8.11677,-0.139234,-0.139234
27122,8.11707,-0.139392,-0.139392
27123,8.11737,-0.139549,-0.139549
27124,8.11766,-0.139707,-0.139707
27125,8.11796,-0.139864,-0.139864
27126,8.11826,-0.140021,-0.140021
27127,8.11856,-0.140178,-0.140178
27128,8.11886,-0.140335,-0.140335
27129,8.11916,-0.140493,-0.140493
27130,8.11946,-0.14065,-0.14065
27131,8.11976,-0.140808,-0.140808
27132,8.12006,-0.140965,-0.140965
27133,8.12036,-0.141121,-0.141121
27134,8.12066,-0.141278,-0.141278
27135,8.12096,-0.141435,-0.141435
27136,8.12126,-0.141592,-0.141592
27137,8.12156,-0.14175,-0.14175
27138,8.12186,-0.141907,-0.141907
27139,8.12216,-0.142064,-0.142064
27140,8.12246,-0.14222,-0.14222
27141,8.12275,-0.142377,-0.142377
27142,8.12305,-0.142533,-0.142533
27143,8.12335,-0.14269,-0.14269
27144,8.12365,-0.142847,-0.142847
27145,8.12395,-0.143004,-0.143004
27146,8.12425,-0.143161,-0.143161
27147,8.12455,-0.143318,-0.143318
27148,8.12485,-0.143474,-0.143474
27149,8.12515,-0.14363,-0.14363
27150,8.12545,-0.143786,-0.143786
27151,8.12575,-0.143943,-0.143943
27152,8.12605,-0.1441,-0.1441
27153,8.12635,-0.144257,-0.144257
27154,8.12665,-0.144414,-0.144414
27155,8.12695,-0.14457,-0.14457
27156,8.12725,-0.144726,-0.144726
27157,8.12754,-0.144882,-0.144882
27158,8.12784,-0.145038,-0.145038
27159,8.12814,-0.145194,-0.145194
27160,8.12844,-0.145351,-0.145351
27161,8.12874,-0.145508,-0.145508
27162,8.12904,-0.145664,-0.145664
27163,8.12934,-0.14582,-0.14582
27164,8.12964,-0.145975,-0.145975
27165,8.12994,-0.146131,-0.146131
27166,8.13024,-0.146287,-0.146287
27167,8.13054,-0.146444,-0.146444
27168,8.13084,-0.1466,-0.1466
27169,8.13114,-0.146757,-0.146757
27170,8.13144,-0.146912,-0.146912
27171,8.13174,-0.147068,-0.147068
27172,8.13204,-0.147223,-0.147223
27173,8.13234,-0.147379,-0.147379
27174,8.13263,-0.147535,-0.147535
27175,8.13293,-0.147691,-0.147691
27176,8.13323,-0.147847,-0.147847
27177,8.13353,-0.148003,-0.148003
27178,8.13383,-0.148159,-0.148159
27179,8.13413,-0.148314,-0.148314
27180,8.13443,-0.148469,-0.148469
27181,8.13473,-0.148624,-0.148624
27182,8.13503,-0.14878,-0.14878
27183,8.13533,-0.148936,-0.148936
27184,8.13563,-0.149092,-0.149092
27185,8.13593,-0.149248,-0.149248
27186,8.13623,-0.149403,-0.149403
27187,8.13653,-0.149557,-0.149557
27188,8.13683,-0.149712,-0.149712
27189,8.13713,-0.149867,-0.149867
27190,8.13743,-0.150023,-0.150023
27191,8.13772,-0.150179,-0.150179
27192,8.13802,-0.150335,-0.150335
27193,8.13832,-0.15049,-0.15049
27194,8.13862,-0.150645,-0.150645
27195,8.13892,-0.150799,-0.150799
27196,8.13922,-0.150954,-0.150954
27197,8.13952,-0.151109,-0.151109
27198,8.13982,-0.151264,-0.151264
27199,8.14012,-0.15142,-0.15142
27200,8.14042,-0.151576,-0.151576
27201,8.14072,-0.15173,-0.15173
27202,8.14102,-0.151884,-0.151884
27203,8.14132,-0.152039,-0.152039
27204,8.14162,-0.152193,-0.152193
27205,8.14192,-0.152348,-0.152348
27206,8.14222,-0.152504,-0.152504
27207,8.14251,-0.152659,-0.152659
27208,8.14281,-0.152814,-0.152814
27209,8.14311,-0.152968,-0.152968
27210,8.14341,-0.153122,-0.153122
27211,8.14371,-0.153276,-0.153276
27212,8.14401,-0.153431,-0.153431
27213,8.14431,-0.153586,-0.153586
27214,8.14461,-0.153741,-0.153741
27215,8.14491,-0.153896,-0.153896
27216,8.14521,-0.154051,-0.154051
27217,8.14551,-0.154205,-0.154205
27218,8.14581,-0.154358,-0.154358
27219,8.14611,-0.154512,-0.154512
27220,8.14641,-0.154666,-0.154666
27221,8.14671,-0.154822,-0.154822
27222,8.14701,-0.154977,-0.154977
27223,8.14731,-0.155131,-0.155131
27224,8.1476,-0.155286,-0.155286
27225,8.1479,-0.155439,-0.155439
27226,8.1482,-0.155592,-0.155592
27227,8.1485,-0.155746,-0.155746
27228,8.1488,-0.1559,-0.1559
27229,8.1491,-0.156055,-0.156055
27230,8.1494,-0.15621,-0.15621
27231,8.1497,-0.156364,-0.156364
27232,8.15,-0.156518,-0.156518
27233,8.1503,-0.156671,-0.156671
27234,8.1506,-0.156824,-0.156824
27235,8.1509,-0.156977,-0.156977
27236,8.1512,-0.157132,-0.157132
27237,8.1515,-0.157287,-0.157287
27238,8.1518,-0.157441,-0.157441
27239,8.1521,-0.157595,-0.157595
27240,8.1524,-0.157748,-0.157748
27241,8.15269,-0.157901,-0.157901
27242,8.15299,-0.158053,-0.158053
27243,8.15329,-0.158207,-0.158207
27244,8.15359,-0.158361,-0.158361
27245,8.15389,-0.158516,-0.158516
27246,8.15419,-0.15867,-0.15867
27247,8.15449,-0.158823,-0.158823
27248,8.15479,-0.158976,-0.158976
27249,8.15509,-0.159128,-0.159128
27250,8.15539,-0.159281,-0.159281
27251,8.15569,-0.159434,-0.159434
27252,8.15599,-0.159589,-0.159589
27253,8.15629,-0.159743,-0.159743
27254,8.15659,-0.159896,-0.159896
27255,8.15689,-0.160049,-0.160049
27256,8.15719,-0.160201,-0.160201
27257,8.15749,-0.160354,-0.160354
27258,8.15778,-0.160506,-0.160506
27259,8.15808,-0.16066,-0.16066
27260,8.15838,-0.160814,-0.160814
27261,8.15868,-0.160968,-0.160968
27262,8.15898,-0.161121,-0.161121
27263,8.15928,-0.161273,-0.161273
27264,8.15958,-0.161425,-0.161425
27265,8.15988,-0.161577,-0.161577
27266,8.16018,-0.16173,-0.16173
27267,8.16048,-0.161883,-0.161883
27268,8.16078,-0.162037,-0.162037
27269,8.16108,-0.16219,-0.16219
27270,8.16138,-0.162343,-0.162343
27271,8.16168,-0.162495,-0.162495
27272,8.16198,-0.162646,-0.162646
27273,8.16228,-0.162798,-0.162798
27274,8.16257,-0.162951,-0.162951
27275,8.16287,-0.163104,-0.163104
27276,8.16317,-0.163258,-0.163258
27277,8.16347,-0.163411,-0.163411
27278,8.16377,-0.163563,-0.163563
27279,8.16407,-0.163714,-0.163714
27280,8.16437,-0.163866,-0.163866
27281,8.16467,-0.164018,-0.164018
27282,8.16497,-0.16417,-0.16417
27283,8.16527,-0.164323,-0.164323
27284,8.16557,-0.164476,-0.164476
27285,8.16587,-0.164629,-0.164629
27286,8.16617,-0.16478,-0.16478
27287,8.16647,-0.164931,-0.164931
27288,8.16677,-0.165083,-0.165083
27289,8.16707,-0.165235,-0.165235
27290,8.16737,-0.165387,-0.165387
27291,8.16766,-0.16554,-0.16554
27292,8.16796,-0.165693,-0.165693
27293,8.16826,-0.165845,-0.165845
27294,8.16856,-0.165996,-0.165996
27295,8.16886,-0.166146,-0.166146
27296,8.16916,-0.166298,-0.166298
27297,8.16946,-0.166449,-0.166449
27298,8.16976,-0.166602,-0.166602
27299,8.17006,-0.166755,-0.166755
27300,8.17036,-0.166907,-0.166907
27301,8.17066,-0.167058,-0.167058
27302,8.17096,-0.167209,-0.167209
27303,8.17126,-0.167359,-0.167359
27304,8.17156,-0.16751,-0.16751
27305,8.17186,-0.167662,-0.167662
27306,8.17216,-0.167814,-0.167814
27307,8.17246,-0.167967,-0.167967
27308,8.17275,-0.168119,-0.168119
27309,8.17305,-0.168269,-0.168269
27310,8.17335,-0.16842,-0.16842
27311,8.17365,-0.16857,-0.16857
27312,8.17395,-0.168721,-0.168721
27313,8.17425,-0.168873,-0.168873
27314,8.17455,-0.169025,-0.169025
27315,8.17485,-0.169177,-0.169177
27316,8.17515,-0.169328,-0.169328
27317,8.17545,-0.169479,-0.169479
27318,8.17575,-0.169628,-0.169628
27319,8.17605,-0.169779,-0.169779
27320,8.17635,-0.16993,-0.16993
27321,8.17665,-0.170082,-0.170082
27322,8.17695,-0.170234,-0.170234
27323,8.17725,-0.170385,-0.170385
27324,8.17754,-0.170536,-0.170536
27325,8.17784,-0.170685,-0.170685
27326,8.17814,-0.170835,-0.170835
27327,8.17844,-0.170985,-0.170985
27328,8.17874,-0.171136,-0.171136
27329,8.17904,-0.171288,-0.171288
27330,8.17934,-0.17144,-0.17144
27331,8.17964,-0.171591,-0.171591
27332,8.17994,-0.17174,-0.17174
27333,8.18024,-0.17189,-0.17189
27334,8.18054,-0.172039,-0.172039
27335,8.18084,-0.17219,-0.17219
27336,8.18114,-0.172341,-0.172341
27337,8.18144,-0.172492,-0.172492
27338,8.18174,-0.172643,-0.172643
27339,8.18204,-0.172794,-0.172794
27340,8.18234,-0.172943,-0.172943
27341,8.18263,-0.173092,-0.173092
27342,8.18293,-0.173242,-0.173242
27343,8.18323,-0.173392,-0.173392
27344,8.18353,-0.173543,-0.173543
